product_id;sku;ean;name;3 (cm);5  x 16 x 16 (cm);5 (cm);"5 (cm)
Jajko";"5 (cm)
Karty";"5 (cm)
helikopter";"5 (cm)
Łyżka do krojenia";5 x 16 (cm);5 x 19 x 15 (cm);"5 x 2 (cm)
Koszyczek";5 x 27 x 14 (cm);5 x 27 x 18 (cm);5 x 31 x 41 (cm);5 x 45 x 4 (cm);5 x 5 (cm);5 x 8 x 12 (cm);"5 x 8 x 5 (cm)
Książeczka";5 x 9 x 34 (cm);8 (cm);9 kg;Ciche koła;Dopuszczalne obciążenie;Długość;Efekty;GPSR;Ilości kartonowe;Interaktywna;Licencja;Materiał;Materiał wykonania;Osoba odpowiedzialna;Pasujące do;Pompowane koła;Produkt wprowadzony do obrotu na terenie UE przed 13.12.2024;Płeć;Szerokość;Typ;Waga;Wiek;Wymiary opakowania;Wymiary produktu;Wysokość;Wzrost;kolory;Średnica;świetlne
212543918;8023;0733538802395;Step2 Most z Tunelem Plac Zabaw;;;;;;;;;;;;;;;;;;;;;;;;;Handelsonderneming Pragma B.V. | Kruisboog 32, 3905 TG  Veenendaal, the Netherlands | info@pragma-trading.com;;;;;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;89 kg;od 2 lat;181 x 57.8 x 120 cm (2 kartony);313 dł. x 145 szer. 178 wys. (cm);;;;;
212543964;810914;3032168109148;SMOBY Zraszacz Wody Ogrodowy do Domku;;;;;;;;;;;;;;;;;;;;;;;;;SMOBY TOYS SAS | 95 Route du Haut Jura - 39170 Lavans-Lès-St.-Claude - France | www.smoby.com;Tak;;;plastik;;Producent z siedzibą w UE.;;;Tak;chłopiec/dziewczynka;;;;od 2 lat;30 x 16 x 6 (cm);29;;;;;
212544009;31460;0716053831460;WOOPIE Piaskownica Basen Muszelka Różowa 3w1 Suchy Basen 1 szt.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;;;;tworzywo sztuczne;;Producent z siedzibą w UE;;;Tak;dziewczynka;;;;od 12 miesięcy;;90 x 84 x 19 (cm);;;różowy;;
212544011;270804;8005678270801;Taczka dla dzieci czerwona metalowa Rolly Toys;;;;;;;;;;;;;;;;;;;;;;;;;Franz Schneider GmbH & Co. KG | Siemensstraße 13 - 19, 96465 Neustadt bei Coburg, Germany | info@rollytoys.de;;;;;Metal;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;2;od 2;49;80x 41 x 38  (cm);;;czerwony;;
212544017;271757;4006485271757;Taczka dla dzieci szara metalowa Rolly Toys;;;;;;;;;;;;;;;;;;;;;;do 25 kg;;;Franz Schneider GmbH & Co. KG | Siemensstraße 13 - 19, 96465 Neustadt bei Coburg, Germany | info@rollytoys.de;;;;;Metal;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;2;od 2;49;80 x 41 x 38 cm;;;szary;;
212544020;270873;4006485270873;Taczka dla dzieci Żółta ogrodowa Rolly Toys;;;;;;;;;;;;;;;;;;;;;;;;;Franz Schneider GmbH & Co. KG | Siemensstraße 13 - 19, 96465 Neustadt bei Coburg, Germany | info@rollytoys.de;;;;tworzywo sztuczne;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;2 kg;od 2;49;77;;;żółty;;
212544032;850204;3032168502048;SMOBY Piaskownica z Akcesoriami Basen Suchy;;;;;;;;;;;;;;;;;;;;;;;;;SMOBY TOYS SAS | 95 Route du Haut Jura - 39170 Lavans-Lès-St.-Claude - France | www.smoby.com;Tak;;;plastik;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;;od 18 miesiąca;;35 x 35 x 9 (cm);;;zielony;;
212544069;30715;5904326943889;WOOPIE Zestaw 2w1 Koszykówka Bramka do Piłki Nożnej + Piłka;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;43 x 68 x 37;62 x 79 x 121 (cm);;;;;
212544070;30722;0716053830722;WOOPIE Zestaw Koszykówka Klasyczna 117 cm + Piłka;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;43 x 68 x 37;42 x 42 x 117 (cm);;;;;
212544071;40901;5904326940901;WOOPIE Duże Rakietki do Tenisa Badminton dla Dzieci Zestaw + Piłka Lotka;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;25,5 x 5 x 60 (cm);26,5 x 2,5 x 54 (cm);;;;;
212544072;40901;5904326940901;WOOPIE Duże Rakietki do Tenisa Badminton dla Dzieci Zestaw + Piłka Lotka;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;25,5 x 5 x 60 (cm);26,5 x 2,5 x 54 (cm);;;;;
212544073;42875;5904326942875;WOOPIE Zestaw 2w1 Koszykówka Bramka do Piłki Nożnej + Piłka + Pompka;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;;;;tworzywo sztuczne;Plastik;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;43;125 x 36;;;;;
212544076;45777;5904326945777;WOOPIE Gra Zręcznościowa Złap Piłkę;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;24 x 35 x 14 (cm);paletka mała;;;;;
212544077;45784;5904326945784;WOOPIE Gra Zręcznościowa CATCH BALL 2 Paletki + 2 Piłki;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;paletka ok.  17 x 24 (cm) / piłeczka średnica 4 (cm);;;;;
212544078;45807;5904326945807;WOOPIE Zabawka Wodna Gra ZOOM BALL;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;13 x 13 x 19 (cm);19 x 13 (cm);;;;;
212544079;46934;5904326946934;WOOPIE Gra Zręcznościowa Złap Frisbee Wyrzutnia Dysków;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;27 x 25 x 12 (cm);średnica dysku;;;wielokolorowy;;
212544080;46934;5904326946934;WOOPIE Gra Zręcznościowa Złap Frisbee Wyrzutnia Dysków;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;27 x 25 x 12 (cm);średnica dysku;;;wielokolorowy;;
212544081;46934;5904326946934;WOOPIE Gra Zręcznościowa Złap Frisbee Wyrzutnia Dysków;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;27 x 25 x 12 (cm);średnica dysku;;;wielokolorowy;;
212544082;CW20191;6927049021916;CLASSIC WORLD Gra Zręcznościowa Paddle Ball 3+;;;;;;;;;;;;;;;;;;;;;;;;;Classic Toys (Ningbo) Co., Ltd. | No.8 Xinrui Road, Wuxiang Town Industry Park, Yinzhou District, Ningbo, Zhejiang, China | andy@classicntoys.com;Tak;;;;;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;16;;;;;
212544084;09596;8410779595966;FEBER Duży Tunel dla dzieci Gąsienica XXL Modułowy Plac Zabaw;;;;;;;;;;;;;;;;;;;;;;;;;"Fabricas Agrupadas de Munecas de Onil SA | Poligono Industrial ""Las Atalayas"", Calle del franco S/N, 03114 - Alicante. Spain | atencioncliente@famosa.es";;;;tworzywo sztuczne;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;20 kg.;od 3-8 lat;108 x 42 x 68.5 (cm).;108 x 217 x 100 (cm).;;;wielokolorowy;;
212544092;ME14719;6955920014719;MASTERKIDZ Tablica Edukacyjna Koordynacja Rąk Trening Montessori;;;;;;;;;;;;;;;;;;;;;;;;;Carpenters Manufactory Limited | Huang Jin Ji Industrial zone, Shang Jie Village, Qi Shi Town, Dong Guan City, Guang Dong Province, China | mkt8@masterkidz.com;;;;drewno;;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;szafki do tablic ME06639;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;46 x 46 x 7;;;;;
212544094;CW4407;2027049044077;CLASSIC WORLD Drewniana Literka E;;;;;;;;;;;;;;;;;;;;;;;;;Classic Toys (Ningbo) Co., Ltd. | No.8 Xinrui Road, Wuxiang Town Industry Park, Yinzhou District, Ningbo, Zhejiang, China | andy@classicntoys.com;Tak;;;drewno;;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;ok 6 (cm).;;;;;
212544095;ME03881;6955920003881;MASTERKIDZ Układanka Nauka Rozmiarów i Kolorów Montessori;;;;;;;;;;;;;;;;;;;;;;;;;Carpenters Manufactory Limited | Huang Jin Ji Industrial zone, Shang Jie Village, Qi Shi Town, Dong Guan City, Guang Dong Province, China | mkt8@masterkidz.com;Tak;;;drewno;;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 2 lat;;38 x 12 x 5;;;;;
212544096;ME03898;6955920003898;MASTERKIDZ Gra Nauka Liczenia Kolorów Rozmiarów Układanka Montessori;;;;;;;;;;;;;;;;;;;;;;;;;;;;;drewno;;;;;Tak;chłopiec/dziewczynka;;;;od 2 lat;;38 x 12 x 6 (cm);;;;;
212544097;42929;5904326942929;WOOPIE Duże Klocki Konstrukcyjny Namiot Zestaw Słomki Rurki 128 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;38 x 6 x 26 (cm);długość słomki;;;;;
212544098;44213;5904326944213;WOOPIE Grill dla Dzieci ze Światłem i Dźwiękiem + Akc.;;;;;;;;;;;;;;;;;;;;;;;;świetlne;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;34;;;;;
212544099;TH731;6972633373704;Tooky Toy Tor Tor Kulkowy Kulodrom Zestaw Kulki;;;;;;;;;;;;;;;;;;;;;;;;;;;;;drewno;;;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;17,7 x 3,7 x 37 (cm);14 x 14 x 36,7 (cm);;;wielokolorowy;;
212544104;51609;6934510516093;VIGA Drewniane Puzzle Rosnące zwierzątka i rośliny;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tak;;;;;od 18 miesiąca;;opak. 21 x 19 x 4,5 cm;;;;;
212544105;50681;6934510506810;VIGA Drewniana Tablica Manipulacyjna Zebra Certyfikat FSC Montessori;;;;;;;;;;;;;;;;;;;;;;;;;Ningbo Viga International Co., Ltd. | 20F.588 CANGHAI ROAD, 315040 NINGBO, CHINA | sales@vigatoys.com;Tak;;;;;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;;;;;od 18 miesiąca;;36 x 55 x 3;;;;;
212544106;50680;6934510506803;VIGA Drewniana Tablica Manipulacyjna Żyrafka Certyfikat FSC Montessori;;;;;;;;;;;;;;;;;;;;;;;;;Ningbo Viga International Co., Ltd. | 20F.588 CANGHAI ROAD, 315040 NINGBO, CHINA | sales@vigatoys.com;Tak;;;drewno;;IBTK GP Kozicka SPÓŁKA KOMANDYTOWA | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Nie;chłopiec/dziewczynka;;;;od 18 miesiąca;;36 x 55 x 3;;;żółty;;
212544109;TKF080;6970090046735;TOOKY TOY Drewniany Sorter Geometryczny Nauka Kształtów Liczenia Kolorów Montessori;;;;;;;;;;;;;;;;;;;;;;;;;;;;;drewno;Drewno;;;;Tak;chłopiec/dziewczynka;;;;od 2 do 6 lat;19 x 6 x 19 (cm);18 x 18 x 5,3 (cm);;;wielokolorowy;;
212544112;TH937;6972633372141;TOOKY TOY Drewniana Tablica Matematyczna Nauka Liczenia Liczydło;;;;;;;;;;;;;;;;;;;;;;;;;;;;;drewno;;;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;22 x 22 x 3 (cm);;;wielokolorowy;;
212544114;44673;6971608446733;VIGA Gra Zestaw Magnetyczny Do Łowienia Rybek;;;;;;;;;;;;;;;;;;;;;;;;;Ningbo Viga International Co., Ltd. | 20F.588 CANGHAI ROAD, 315040 NINGBO, CHINA | sales@vigatoys.com;Tak;;;;Drewno;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 18 miesiąca;20;;;;wielokolorowy;;
212544115;ME19202;6955920019202;MASTERKIDZ Drewniany Teatrzyk dla Lalek Sklep Stragan;;;;;;;;;;;;;;;;;;;;;;;;;Carpenters Manufactory Limited | Huang Jin Ji Industrial zone, Shang Jie Village, Qi Shi Town, Dong Guan City, Guang Dong Province, China | mkt8@masterkidz.com;;;;;Drewno;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;80 x 33 x 123 (cm);;;;;
212544118;0000000519;0716053833921;CLASSIC WORLD EDU Muzyczna Tablica Ścienna TYGRYSEK;;;;;;;;;;;;;;;;;;;;;;;;;Classic Toys (Ningbo) Co., Ltd. | No.8 Xinrui Road, Wuxiang Town Industry Park, Yinzhou District, Ningbo, Zhejiang, China | andy@classicntoys.com;;;;drewno;;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;Głowa Tygryska;;;;;
212544119;58392;6934510583927;VIGA Drewniane Krosno Warsztat Tkacki Zestaw do tkania Montessori;;;;;;;;;;;;;;;;;;;;;;;;;Ningbo Viga International Co., Ltd. | 20F.588 CANGHAI ROAD, 315040 NINGBO, CHINA | sales@vigatoys.com;Tak;;;drewno;;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;30 x 40 x 2 cm;;;;;
212544120;51619;6934510516192;VIGA Drewniany Tor Zjeżdzlania na kulki Kulodrom 49 elementów;;;;;;;;;;;;;;;;;;;;;;;;;Ningbo Viga International Co., Ltd. | 20F.588 CANGHAI ROAD, 315040 NINGBO, CHINA | sales@vigatoys.com;Tak;;;drewno;;IBTK GP Kozicka SPÓŁKA KOMANDYTOWA | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;opak. 22 x 22 cm;;;wielokolorowy;;
212544124;TL002;6970090042850;TOOKY TOY Układanka z Pinezkami Kołki Wpinaczka;;;;;;;;;;;;;;;;;;;;;;;;;Ningbo Tooky Toy Co.,Ltd. | Building C4, No 11 1000 Lane Yunshan Road, National High-Tech Zone | Ningbo 315040, China | tooky@tookytoy.com;Tak;;;drewno;Drewno;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;23;;;;wielokolorowy;;
212544125;TY704;6970090042775;TOOKY TOY Gra Zręcznościowa Zwierzęta 82 el.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;drewno;;;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;8 x 10 x 28 cm;;;;wielokolorowy;;
212544127;CW40528;6927049045288;CLASSIC WORLD Drewniana Grzechotka Deszczownica Tuba z Kuleczkami Niebieska;;;;;;;;;;;;;;;;;;;;;;;;;Classic Toys (Ningbo) Co., Ltd. | No.8 Xinrui Road, Wuxiang Town Industry Park, Yinzhou District, Ningbo, Zhejiang, China | andy@classicntoys.com;Tak;;;drewno;;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 2 lat;;6.5 × 6.5 × 16 cm;;;niebieski;;
212544128;TL095;6970090042652;TOOKY TOY Gra Zręcznościowa Łowienie Rybek Wędkowanie;;;;;;;;;;;;;;;;;;;;;;;;;Ningbo Tooky Toy Co.,Ltd. | Building C4, No 11 1000 Lane Yunshan Road, National High-Tech Zone | Ningbo 315040, China | tooky@tookytoy.com;Tak;;;drewno;Drewno;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 do 6 lat;22 x 22 x 9 cm;22 x 22 x 9 cm;;;;;
212544133;44104;6971608441042;VIGA PolarB Drewniany Breloczek Jeż Brelok;;;;;;;;;;;;;;;;;;;;;;;;;Ningbo Viga International Co., Ltd. | 20F.588 CANGHAI ROAD, 315040 NINGBO, CHINA | sales@vigatoys.com;;;;drewno;Metal;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;5 x 4;;;;;
212544135;45562;5904326945562;WOOPIE Zlewozmywak 2w1 Kuchnia dla Dzieci Różowa;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;41 x 25 x 11;(zlewozmywak);;;różowy;;
212544136;45333;5904326945333;WOOPIE Zestaw do Sprzątania XXL Wózek 3w1 26 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;50 x 14 x 36;42,5 x 32 x 58 (cm);;;brązowy;;
212544149;29757;5904326941793;WOOPIE Gabinet Małego Lekarza Doktora Światło Dźwięk + 22 akc;;;;;;;;;;;;;;;;;;;;;;;;dźwiękowe;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;60.5 x 45 x 12.5 (cm);55 x 77 x 38 (cm);;;wielokolorowy;;
212544153;40772;5904326940772;WOOPIE Znikopis Interaktywna Tablica Magnetyczna Tablet Graficzny Muzyka Swiatło Niebieski;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tworzywo sztuczne;;;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;40 x 5,5 x 30,5 (cm);ok. 36,5 x 5 x 29 (cm);;;;;
212544154;30630;0716053830630;WOOPIE Pies Przenośny Salon Piękoności 2w1 w Plecaku Transporter;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;23 x 15 x 29 (cm);plecak;;;;;
212544155;40802;5904326940802;WOOPIE Znikopis Tablica Magnetyczna Kolorowa Stempelki Motyw Oceanu Zielony;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;37;37 x 4 x 28 (cm);;;;;
212544157;40789;5904326940789;WOOPIE Znikopis Tablica Magnetyczna Kolorowa + 2 Stempelki Fioletowy;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;Producent z siedzibą w UE;;;Nie;chłopiec/dziewczynka;;;;od 3 lat;32;ok. 32;;;;;
212544158;41755;5904326941755;WOOPIE Znikopis Tablica Magnetyczna Kolorowa Stempelki Bordowy;;;;;;;;;;;;;;;;;;;;;;;;dzwiękowe;;;;;tworzywo sztuczne;;;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;35 x 4,5 x 30 (cm);ok. 30,5 x 3,5 x 26 (cm);;;;;
212544159;40420;5904326940420;WOOPIE Dinozaur do Skręcania Zestaw Konstrukcyjny + Wiertarka 31 el.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plastik;;;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;27,5 x 12 x 19 (cm);długość do 18,5 (cm);;;;;
212544160;41175;5904326941175;WOOPIE ART&FUN Zestaw Kreatywny Zrób Potworka Monster Pom;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 5 lat;20 x 7 x 26 (cm);;;;;;
212544161;40062;5904326940062;WOOPIE Zestaw Małego Weterynarza Piesek Transporter 6 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;25;piesek;;;;;
212544164;40857;5904326940857;WOOPIE ART&FUN Zestaw Kreatywny Poduszka do Ozdobienia Jednorożec;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 5 lat;37 x 5 x 29 (cm);;;;;;
212544165;43056;5904326943056;WOOPIE Klocki Magnetyczne Zamek 98 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;36 x 8;Kwadrat: 6.5 x 6.5 (cm)<BR>Duży trójkąt: 6.5 x 12 (cm)<BR>Trójkąt: 6 x 6 (cm)<BR>Kształt litery E: 6.5 x 3.5 (cm);;;;;
212544166;42806;5904326942806;WOOPIE Zestaw Walizka Strażaka z Gaśnicą 7 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;29 x 27 x 7;;;;;;
