product_id;sku;ean;name;Apple Pencil;Bohater;Częstotliwość próbkowania;DPI;Długość;Długość [mm];Funkcjonalność;GPSR;GPSR Source;Grubość [mm];Inne;Instrukcja;Kabel w zestawie;Kolor bazowy;Kolor dodatkowy;Kompatybilność;Kąt świecenia;Liczba przycisków;Liczba ładowanych urządzeń;MagSafe;Materiał dodatkowy;Materiał główny;Mikrofon;Moc;Mocowanie/trzonek;Możliwość ściemniania;Napięcie;Ochrona ekranu w zestawie;Oznaczenie;Podświetlenie;Pojemność;Pojemność (mAh);Pojemność (ml);Pojemność pamięci;Prędkość odczytu (maks.);Prędkość zapisu (maks.);Rodzaj;Rodzaj etui;Rodzaj szkla;Rodzaj szkła;Sensor;Skuteczność świetlna [lm/w];Strumień [lm];Szerokość [mm];Temp. światła;Typ słuchawek;WWW;WWW1;Waga;Wbudowana pamięć;Wiek dziecka;Wymiary;Wysokość [mm];Wzór;Zużycie energii;Zwierzak;Złącze;Żywotność
212550703;493314;6950941493314;Etui sprzęgło MagSafe Biodegradowalne iPhone 14 Pro Max Tested 3m niebieski;;;;;;165;;FORCETOP Sp. z o.o., Chotów 24B, 63-460 Chotów PL, office@forcetop.com, +48 625940000;;;;;;niebieski;;Apple iPhone 14 Pro Max;;;;Tak;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;9;;;;;
212550705;GUHCP14MHGCOU;3666339088279;Etui iPhone 14 Plus Guess fioletowe;;;;;;165;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;fioletowy;;Apple iPhone 14 Plus;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;82;;;;;;;;;9;;;;;
212550707;GUHCP14XHGCOK;3666339088255;Etui półprzezroczyste iPhone 14 Pro Max Guess czarny;;;;;;165;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 14 Pro Max;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;9;;;;;
212550708;KLHCP14LSLCTBK;3666339076573;Etui iPhone 14 Pro czarne;;;;;;151;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 14 Pro;;;;;;Silikon;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;9;;;;;
212550709;KLHCP14LSLCTPI;3666339076658;Etui iPhone 14 Pro Karl Lagerfeld jasnoróżowe;;;;;;151;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 14 Pro;;;;;;Silikon;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;9;;;;;
212550710;KLHCP14MSLCTPI;3666339076641;Etui iPhone 14 Plus jasnoróżowe;;;;;;165;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 14 Plus;;;;;;Silikon;;;;;;;;;;;;;;;;;;;;;;82;;;;;;;;;9;;;;;
212550712;KLHCP14XCTTRI;3666339076504;Etui TPU na iPhone 14 Pro Max w różowem kolorze z kotką;;;;;;165;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 14 Pro Max;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;9;;;;;
212550713;ACS06376;8809896746939;Etui pancerne TPU Samsung Galaxy S23 FE czarnematowe Spigen;;;;;;;ochrona tyłu i boków;Coram Deo PL UG, Frankfurter Str 92A, 63500 Seligenstadt DE, coramdeopl@gmail.com;;;;;;czarny;;;;;;;;TPU (termoplastyczny poliuretan);;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550715;ACS06381;8809896746984;Etui Optik TPU Spigen;;;;;;;ochrona tyłu i boków;Coram Deo PL UG, Frankfurter Str 92A, 63500 Seligenstadt DE, coramdeopl@gmail.com;;;;;;zielony;;;;;;;Polikarbon;TPU (termoplastyczny poliuretan);;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550716;ACS06364;8809896746816;Etui pancerne Samsung Galaxy S23 FE, czarne, z podstawką, militarne Spigen;;;;;;;ochrona tyłu i boków;Coram Deo PL UG, Frankfurter Str 92A, 63500 Seligenstadt DE, coramdeopl@gmail.com;;;;;;czarny;;;;;;;Polikarbon;TPU (termoplastyczny poliuretan);;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550719;CRG-44MEL-TRQ;5904310703444;Pasek do Apple Watch 44mm Crong;;;;;;;;CRONG Sp. z o.o., Chotów 24B, 63-460 Chotów PL, my@crong.com, +48 625940000;;;;;;turkusowy;;Apple Watch 44 / 45 / 46 / 49 mm;;;;;;Nylon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44/45/46/49 mm;;;;;;
212550720;GUHCP15SPS4DGPP;3666339150860;Etui plecki iPhone 15, różowe, z metalowym strassami;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 15;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550721;GUHCP15LPS4DGPD;3666339151027;Etui iPhone 15 Pro Guess złote;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;złoty;;Apple iPhone 15 Pro;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550722;GUHCP15SPS4DGPS;3666339151140;Etui plecki iPhone 15 srebrne Guess 4G z Metalowym Strass;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;srebrny;;Apple iPhone 15;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550723;GUHCP15LG4GFBR;3666339171728;Etui plecki iPhone 15 Pro, metaliczne złote logo, brązowe ochraniacze;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;brązowy;;Apple iPhone 15 Pro;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550724;GUBH604GEMB;3666339170233;Słuchawki 4G Bezprzewodowe nauszne Bluetooth V5.3 Guess niebieski;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;niebieski;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550725;KLHCP14MLMNMK;3666339076245;Etui iPhone 14 Plus czarne;;;;;;165;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 14 Plus;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;82;;;;;;;;;9;;;;;
212550726;KLHCP14SLMNMK;3666339076238;Etui iPhone 14 czarne;;;;;;151;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;2;;;;czarny;;Apple iPhone 14;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;9;;;;;
212550727;WO4-MB14-AX;8020252178489;Torba Work_Out 4 na laptop 13;;;;;;;ochrona całego urządzenia;Tucano Srl Piazza Castello, 19 - 20121 Milano  -  Italy , tucanosrlmi@legalmail.it, +39.02.252010.1  ;;;;;;czarny;;Apple MacBook Pro 14” M3 (2023);;;;;;Nylon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37 x 25,5 x 7;;Gładki;;;;
212550728;GUHMP14MU4GPRK;3666339069872;Etui iPhone 14 Plus Guess MagSafe czarne;;;;;;165;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 14 Plus;;;;Tak;;TPU;;;;;;;;;;;;;;;;;;;;;;82;;;;;;;;;9;;;;;
212550729;GUBKP14MHG4SHP;3666339083298;Etui 4G Camera Booktype iPhone 14 Plus Guess różowe;;;;;;165;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 14 Plus;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;82;;;;;;;;;9;;;;;
212550730;KLHMP15XHMRSKHK;3666339168421;Etui iPhone 15 Pro Max MagSafe czarne;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15 Pro Max;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550731;KLHMP15XHMRSKHH;3666339168544;Etui iPhone 15 Pro Max MagSafe białe;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;biały;;Apple iPhone 15 Pro Max;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550732;MEWCCGSLK;3666339169831;Uchwyt magnetyczny srebrne Star MagSafe samochodowy z ładowaniem czarny;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550734;USHMP15XUCIT;3666339171940;Etui iPhone 15 Pro Max MagSafe przezroczyste;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;przezroczysty;;Apple iPhone 15 Pro Max;;;;;TPU (termoplastyczny poliuretan);Polikarbon;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550735;FECHMMAK;3666339170325;Uchwyt magnetyczny MagSafe Printed ochrona samochodowy Ferrari czarny;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550736;BMMWCCDTPK;3666339170752;Uchwyt magnetyczny MagSafe Signature Edition samochodowy z czarny;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550737;ACS04611;8809811861655;Obudowa do Apple Watch 7;;;;;;;;Coram Deo PL UG, Frankfurter Str 92A, 63500 Seligenstadt DE, coramdeopl@gmail.com;;;;;;przezroczysty;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550738;AGL06986;8809896753111;Szkło hartowane Samsung Galaxy S23 FE 2szt. przezroczyste ochraniacze;;;;;;;ochrona ekranu;Coram Deo PL UG, Frankfurter Str 92A, 63500 Seligenstadt DE, coramdeopl@gmail.com;;;;;;przezroczysty;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550739;ACS06857;8809896752749;Etui Samsung Galaxy Tab S10 Lite Spigen czarny;;;;;;;;Coram Deo PL UG, Frankfurter Str 92A, 63500 Seligenstadt DE, coramdeopl@gmail.com;;;;;;czarny;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550740;61474;5034566614741;Maskotka Tata Baby 20cm z BT21, miękka pluszowa, czerwona, licencjonowana;;BT21;;;;200;;Grupo Erik Editores, Calle Santo Domingo 31 ES18600 Motril (Granada), info@grupoerik.com, 0034 958 61 06 81;;;;;;czerwony;;;;;;;;Poliester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550741;61482;5034566614826;Maskotka Pluszowa 13cm Shooky Baby;;BT21;;;;130;;Grupo Erik Editores, Calle Santo Domingo 31 ES18600 Motril (Granada), info@grupoerik.com, 0034 958 61 06 81;;;;;;brązowy;;;;;;;;Poliester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550742;61487;5034566614871;Maskotka Pluszowa klasyczny 24cm Pusheen;;Pusheen;;;;240;;Grupo Erik Editores, Calle Santo Domingo 31 ES18600 Motril (Granada), info@grupoerik.com, 0034 958 61 06 81;;;;;;szary;;;;;;;;Poliester;;;;;;;;;;;;;;;;;;;;;;170;;;;;;;;;120;;;;;
212550744;61528;5034566615281;Maskotka Pluszowa w czapeczce urodzinowej tortem 24cm Pusheen;;Pusheen;;;;240;;Grupo Erik Editores, Calle Santo Domingo 31 ES18600 Motril (Granada), info@grupoerik.com, 0034 958 61 06 81;;;;;;szary;;;;;;;;Poliester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550745;61529;5034566615298;Maskotka Pluszowa jednorożec Pusheenicorn 24cm Pusheen;;Pusheen;;;;240;;Grupo Erik Editores, Calle Santo Domingo 31 ES18600 Motril (Granada), info@grupoerik.com, 0034 958 61 06 81;;;;;;szary;;;;;;;;Poliester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550746;61535;5034566615359;Maskotka Pluszowa jednorożec Pusheenicorn 24cm Pusheen;;Pusheen;;;;240;;Grupo Erik Editores, Calle Santo Domingo 31 ES18600 Motril (Granada), info@grupoerik.com, 0034 958 61 06 81;;;;;;szary;;;;;;;;Poliester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550747;CRG-7DNANO-XRMI10C;5904310702126;Szkło 7D Nano Flexible Niepękające hybrydowe Xiaomi Redmi 10C Crong;;;;;;169;ochrona ekranu;CRONG Sp. z o.o., Chotów 24B, 63-460 Chotów PL, my@crong.com, +48 625940000;;;;;;;;Xiaomi Redmi 10C;;;;;;;;;;;;;;;;;;;;;;;;Hybrydowe;;;;76;;;"<a href=""http://www.youtube.com/watch?v=DhrEHPPUxOw&feature=youtu.be"" target=""_blank"">www.youtube.com/watch?v=DhrEHPPUxOw&feature=youtu.be</a>";;;;;;2;;;;;
212550748;GUHCZFD4GF4GBR;3666339084806;Etui plecki Guess Samsung Galaxy Z Fold 4, brązowe TPU zawieszką;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;brązowy;;Samsung Galaxy Z Fold 4;;;;;Polikarbon;TPU (termoplastyczny poliuretan);;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550749;ACS04661;8809811862157;Etui TPU Spigen Core iPhone 14 Pro, matowe czarny;;;;;;151;;Coram Deo PL UG, Frankfurter Str 92A, 63500 Seligenstadt DE, coramdeopl@gmail.com;;;;;;czarny;;Apple iPhone 14 Pro;;;;;;TPU (termoplastyczny poliuretan);;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;9;;;;;
212550750;GUBKP14XHG4SHK;3666339083199;Etui 4G Camera Booktype iPhone 14 Pro Max Guess czarny;;;;;;165;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 14 Pro Max;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;9;;;;;
212550751;GUBKP14XHG4SHW;3666339083236;Etui 4G Camera Booktype iPhone 14 Pro Max Guess brązowe;;;;;;165;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;brązowy;;Apple iPhone 14 Pro Max;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;9;;;;;
212550752;GUOHCP14SH4STW;3666339093839;Etui 4G Print Cord ze smyczką iPhone 14 Guess brązowe;;;;;;151;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;2;;;;brązowy;;Apple iPhone 14;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;9;;;;;
212550753;GUOHCP14LHFLSB;3666339093976;Etui Cord ze smyczką iPhone 14 Pro Guess niebieski;;;;;;151;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;niebieski;;Apple iPhone 14 Pro;;;;;;TPU;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;9;;;;;
212550754;GUHCP14LSLTGP;3666339065942;Etui iPhone 14 Pro Guess różowe;;;;;;151;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 14 Pro;;;;;;Silikon;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;9;;;;;
212550755;GUHMP14MHTRMD;3666339069711;Etui iPhone 14 Plus Guess Magsafe przezroczyste;;;;;;165;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;przezroczysty;;Apple iPhone 14 Plus;;;;Tak;;TPU (termoplastyczny poliuretan);;;;;;;;;;;;;;;;;;;;;;82;;;;;;;;;9;;;;;
212550756;AMHCP14LDOLBK;3666339071325;Etui iPhone 14 Pro czarne;;;;;;151;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 14 Pro;;;;;;TPU (termoplastyczny poliuretan);;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;9;;;;;
212550757;ACS03623;8809811852868;Etui iPhone 13 matowy Frost czarneSpigen;;;;;;;ochrona tyłu i boków;Coram Deo PL UG, Frankfurter Str 92A, 63500 Seligenstadt DE, coramdeopl@gmail.com;;;;;;czarny;;Apple iPhone 13;;;;;TPU (termoplastyczny poliuretan);Polikarbon;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550758;AGL03393;8809811851304;Szkło hartowane prywatyzujący z filtrem prywatyzującym iPhone 14 Spigen;;;;;;;ochrona ekranu;Coram Deo PL UG, Frankfurter Str 92A, 63500 Seligenstadt DE, coramdeopl@gmail.com;;;;;;;;Apple iPhone 14;;;;;;Szkło;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550759;STM-931-398Z-01;810046114025;Ładowarka ChargeTree Mag Mobilna bezprzewodowa 3w1 z MagSafe białe;;;;;;;;FORCETOP Sp. z o.o., Chotów 24B, 63-460 Chotów PL, office@forcetop.com, +48 625940000;;;;;;biały;;;;;;Tak;Silikon;ABS;;;;;;;;;;;;;;;;;;;;;;;;;"<a href=""https://www.youtube.com/watch?v=AFmGpkOuaD0"" target=""_blank"">www.youtube.com/watch?v=AFmGpkOuaD0</a>";;;;;;;;;;;
212550760;CRG-AB3DAG-IP15P;5904310703499;Szkło Anti Bacterial Armour hartowane iPhone 15 Pro ramka instalacyjna;;;;;;;ochrona ekranu;CRONG Sp. z o.o., Chotów 24B, 63-460 Chotów PL, my@crong.com, +48 625940000;;;;;;;;Apple iPhone 15 Pro;;;;;;Szkło;;;;;;;;;;;;;;;;;Hartowane;;;;;;;;;;;;;;;;;;;
212550761;CM046396;840171705492;Etui na Apple AirTag do obroży psa, silikonowe, wodoodporne, czarne;;;;;;;ochrona całego urządzenia;FORCETOP Sp. z o.o., Chotów 24B, 63-460 Chotów PL, office@forcetop.com, +48 625940000;;;;;;czarny;;Apple AirTag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<a href=""https://www.youtube.com/shorts/uEDwiCR1Pu4"" target=""_blank"">www.youtube.com/shorts/uEDwiCR1Pu4</a>";;;;;;;;;;;
212550762;BMHCP15X22PVTK;3666339143589;Etui iPhone 15 Pro Max BMW, czarne, pikowane, ochrona tyłu boków;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15 Pro Max;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550763;BMHCP15X22RFGK;3666339142575;Etui iPhone 15 Pro Max Bmw czarne;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15 Pro Max;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550765;BMHCP15X22RQDK;3666339142414;Etui iPhone 15 Pro Max Bmw czarne;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15 Pro Max;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550766;BMHCZFD5SLLBK;3666339172008;Etui Samsung Galaxy 5 Bmw czarny;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Samsung Galaxy Z Fold 5;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550767;BMHMP15LURSK;3666339196479;Etui iPhone 15 Pro Bmw MagSafe czarne;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15 Pro;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550768;AMHCP14XDOLBK;3666339071332;Etui iPhone 14 Pro Max czarne;;;;;;165;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 14 Pro Max;;;;;;TPU (termoplastyczny poliuretan);;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;9;;;;;
212550769;BMHMP15SSILBK2;3666339144647;Etui iPhone 15 Bmw MagSafe czarne;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550770;BMHMP15X22PVTK;3666339145774;Etui Quilted Tricolor MagSafe Plecki iPhone 15 Pro Max, Czarne;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15 Pro Max;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550771;FEHCP15XGSPSIK;3666339201869;Etui iPhone 15 Pro Max Ferrari czarne;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15 Pro Max;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550772;MEHMP15L23SCMK;3666339137700;Etui Bicolor MagSafe iPhone 15 Pro czarny;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15 Pro;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550773;HKAP23DKHSK;3666339189655;Etui AirPods Pro 2 Hello Kitty czarne;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple AirPods Pro 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550774;HKAP3DKHSK;3666339189648;Etui AirPods Pro Hello Kitty czarne;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple AirPods Pro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550775;HKHCP13LHCHPEP;3666339185886;Etui iPhone 13 Pro Hello Kitty różowe;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 13 Pro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550776;HKHCP14LHCHPEP;3666339185923;Etui iPhone 14 Pro Hello Kitty różowe;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 14 Pro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550777;HKHCP14XHCHPEP;3666339185930;Etui iPhone 14 Pro Max Hello Kitty różowe;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 14 Pro Max;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550778;HKHMP13XPGHCKD;3666339189013;Etui iPhone 13 Pro Max Hello Kitty MagSafe złote;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;złoty;;Apple iPhone 13 Pro Max;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550779;HKHMP14XPGHCKD;3666339189051;Etui iPhone 14 Pro Max Hello Kitty MagSafe złote;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;złoty;;Apple iPhone 14 Pro Max;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550780;HKAWMSDGPTP;3666339190361;Pasek do Apple Watch różowe 38mm;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple Watch 38 / 40 / 41 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550781;HKAWMSDIESK;3666339190330;Pasek do Apple Watch czarne38mm;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple Watch 38 / 40 / 41 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550782;KLAWMSLKNK;3666339127374;Pasek do Apple Watch czarne38mm;;;;;;;;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple Watch 38 / 40 / 41 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212550783;KLHCP15XPQKPMP;3666339165185;Etui iPhone 15 Pro Max różowe;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;różowy;;Apple iPhone 15 Pro Max;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
212550784;KLHCP15XSMHKNPK;3666339166021;Etui iPhone 15 Pro Max czarne;;;;;;;ochrona tyłu i boków;CG Mobile France SAS, 39 Rue de Courcelles, 75008 Paris FR, customer@cg-mobile.com;;;;;;czarny;;Apple iPhone 15 Pro Max;;;;;;;;;;;;;;;;;;;;;;Plecki;;;;;;;;;;;;;;;;;;;;
